NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
8986,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"4,243",21,11,2021,서강로 75-4,202502~202702,갱신,-,"4,243",21,아파트
8987,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,14,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
8988,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,8,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
8989,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,7,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
8990,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"4,670",29,5,2021,서강로 75-16,202502~202702,갱신,-,"4,670",28,아파트
8991,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,6,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
8992,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,전세,59.9236,202501,7,"60,900",0,3,2014,마포대로 195,202502~202702,갱신,사용,"58,000",0,아파트
8993,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202501,7,"56,700",0,1,2022,신촌로28길 50,202503~202703,갱신,사용,"54,000",0,아파트
8994,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202501,7,"70,000",20,19,2022,신촌로28길 50,-,-,-,,,아파트
8995,서울특별시 마포구 아현동,804,804,0,더클래시,전세,84.98,202501,7,"84,000",0,24,2022,신촌로28길 50,202502~202702,갱신,사용,"80,000",0,아파트
8996,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,17.93,202501,7,"6,120",39,13,2020,양화로 72,202503~202703,신규,-,,,아파트
8997,서울특별시 마포구 망원동,496,496,0,대림1,전세,84.96,202501,7,"70,000",0,12,2002,망원로2길 103,202502~202702,신규,-,,,아파트
8998,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.5193,202501,7,"19,096",7,10,2021,서강로 75-4,202503~202703,갱신,-,"19,096",6,아파트
8999,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,7,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9000,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.2959,202501,7,"5,337",27,2,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9001,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,17.93,202501,7,"6,120",39,13,2020,양화로 72,-,-,-,,,아파트
9002,서울특별시 마포구 서교동,494,494,0,서교동효성해링턴타워,월세,37.17,202501,7,"13,760",72,24,2020,양화로 72,202503~202703,신규,-,,,아파트
9003,서울특별시 마포구 서교동,490,490,0,메세나폴리스,전세,142.034,202501,7,"143,000",0,4,2012,양화로 45,202501~202701,갱신,-,"136,500",0,아파트
9004,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.5491,202501,7,"12,730",28,12,2021,서강로 75-4,202502~202702,갱신,-,"12,730",27,아파트
9005,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202501,7,"27,300",0,4,1986,월드컵북로 260,202502~202702,갱신,-,"26,000",0,아파트
9006,서울특별시 마포구 성산동,669,669,0,블룸에비뉴,월세,30.922,202501,7,"18,000",50,3,2016,월드컵로30길 15,202504~202704,신규,-,,,아파트
9007,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,10,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9008,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,5,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9009,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"4,670",29,9,2021,서강로 75-16,202503~202703,갱신,-,"4,670",28,아파트
9010,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.5193,202501,7,"6,365",49,13,2021,서강로 75-4,202503~202703,갱신,-,"6,365",48,아파트
9011,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.1491,202501,7,"5,337",27,15,2021,서강로 75-4,202502~202702,갱신,-,"5,337",26,아파트
9012,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.1491,202501,7,"5,337",27,9,2021,서강로 75-4,202502~202702,갱신,-,"5,337",26,아파트
9013,서울특별시 마포구 창전동,440,440,0,창전동현대홈타운,월세,59.651,202501,7,"20,000",150,10,2005,서강로 83,202502~202702,신규,-,,,아파트
9014,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"4,243",21,14,2021,서강로 75-4,202502~202702,갱신,-,"4,243",21,아파트
9015,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,10,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9016,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.1491,202501,7,"5,337",27,9,2021,서강로 75-4,202502~202702,갱신,-,"5,337",26,아파트
9017,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,6,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9018,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,8,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9019,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.1491,202501,7,"5,337",27,10,2021,서강로 75-4,202502~202702,갱신,-,"5,337",26,아파트
9020,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,11,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9021,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"4,243",21,12,2021,서강로 75-4,202503~202703,갱신,-,"4,243",21,아파트
9022,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,4,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9023,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,6,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9024,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,4,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9025,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"4,243",21,14,2021,서강로 75-4,202502~202702,갱신,-,"4,243",21,아파트
9026,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,8,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9027,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,6,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9028,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.5193,202501,7,"19,096",7,14,2021,서강로 75-4,202502~202702,갱신,-,"19,096",6,아파트
9029,서울특별시 마포구 중동,390,390,0,DMC마포청구아파트,월세,84.9,202501,7,"30,000",55,15,1994,성암로11길 60,202502~202702,신규,-,,,아파트
9030,서울특별시 마포구 상수동,396,396,0,상수두산위브,월세,84.79,202501,7,"30,000",140,8,2004,독막로18길 5,202502~202702,신규,-,,,아파트
9031,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,15,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9032,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,16,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9033,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"4,243",21,13,2021,서강로 75-4,202502~202702,갱신,-,"4,243",21,아파트
9034,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,전세,59,202501,7,"62,000",0,10,2004,마포대로 33,202502~202702,신규,-,,,아파트
9035,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,월세,38.08,202501,7,"1,000",110,2,2004,마포대로 33,202501~202601,신규,-,,,아파트
9036,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,전세,59,202501,7,"62,000",0,10,2004,마포대로 33,202502~202702,신규,-,,,아파트
9037,서울특별시 마포구 도화동,357,357,0,도화동현대,월세,54.72,202501,7,"1,000",200,7,1996,새창로 52,202501~202504,신규,-,,,아파트
9038,서울특별시 마포구 도화동,357,357,0,도화동현대,월세,54.72,202501,7,"8,000",140,6,1996,새창로 52,202502~202702,신규,-,,,아파트
9039,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,4,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9040,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.2959,202501,7,"5,337",27,2,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9041,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,7,2021,서강로 75-16,202503~202703,갱신,-,"5,337",27,아파트
9042,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,8,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9043,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,7,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9044,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,7,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9045,서울특별시 마포구 대흥동,804,804,0,마포자이2차,월세,84.44,202501,7,"10,000",296,23,2014,서강대길 40,202502~202702,갱신,사용,"10,000",280,아파트
9046,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,16,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9047,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,4,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9048,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,13,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9049,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"4,670",29,10,2021,서강로 75-16,202502~202702,갱신,-,"4,670",28,아파트
9050,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"4,003",31,5,2021,서강로 75-16,202502~202702,갱신,-,"4,003",30,아파트
9051,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,6,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9052,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,12,2021,서강로 75-16,202503~202703,갱신,-,"5,337",26,아파트
9053,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"4,003",31,7,2021,서강로 75-16,202503~202703,갱신,-,"4,003",30,아파트
9054,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,8,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9055,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,14,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9056,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,7,"3,713",22,10,2021,서강로 75-4,202502~202702,갱신,-,"3,713",22,아파트
9057,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,16,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9058,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,10,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9059,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202501,7,"5,337",27,11,2021,서강로 75-16,202502~202702,갱신,-,"5,337",26,아파트
9060,서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,전세,84.69,202501,6,"68,000",0,7,2003,만리재로 60,202503~202703,신규,-,,,아파트
9061,서울특별시 마포구 노고산동,01-03,1,3,신촌포스빌,월세,32.34,202501,6,"1,000",110,3,2004,신촌로 150,202501~202601,신규,-,,,아파트
9062,서울특별시 마포구 노고산동,01-03,1,3,신촌포스빌,전세,32.34,202501,6,"24,000",0,8,2004,신촌로 150,202502~202702,신규,-,,,아파트
9063,서울특별시 마포구 도화동,550,550,0,삼성,월세,84.985,202501,6,"70,000",15,14,1997,도화길 28,202502~202702,신규,-,,,아파트
9064,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,49.6,202501,6,"8,088",3,7,2003,월드컵북로47길 8,-,신규,-,,,아파트
9065,서울특별시 마포구 현석동,118,118,0,밤섬예가클래식,월세,89.48,202501,6,"30,000",190,7,1989,신수로2길 26,202503~202703,신규,-,,,아파트
9066,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,전세,115.04,202501,6,"120,000",0,6,2011,백범로 205,202503~202703,신규,-,,,아파트
9067,서울특별시 마포구 창전동,438,438,0,신촌금호,전세,59.21,202501,6,"48,470",0,6,2001,서강로9길 19,202501~202601,갱신,-,"46,170",0,아파트
9068,서울특별시 마포구 노고산동,01-23,1,23,신촌예스빌딩,월세,12.13,202501,6,"1,000",79,13,2015,신촌로 140,202502~202602,신규,-,,,아파트
9069,서울특별시 마포구 중동,391,391,0,중동계룡아파트,전세,113.94,202501,6,"65,000",0,6,2000,월드컵북로38가길 20,202501~202701,신규,-,,,아파트
9070,서울특별시 마포구 도화동,550,550,0,삼성,월세,84.985,202501,6,"6,000",250,15,1997,도화길 28,202501~202701,신규,-,,,아파트
9071,서울특별시 마포구 상수동,398,398,0,래미안밤섬리베뉴Ⅱ,전세,84.82,202501,6,"88,000",0,1,2014,독막로20나길 21,202502~202608,갱신,-,"75,000",0,아파트
9072,서울특별시 마포구 도화동,82,82,0,우성,전세,128.315,202501,6,"70,000",0,14,1991,삼개로 33,202504~202704,신규,-,,,아파트
9073,서울특별시 마포구 아현동,738,738,0,마포트라팰리스2차,전세,99.56,202501,6,"68,250",0,10,2008,마포대로 201,202502~202702,갱신,사용,"65,000",0,아파트
9074,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,59.9656,202501,6,"80,000",0,11,2014,마포대로 195,202501~202701,신규,-,,,아파트
9075,서울특별시 마포구 아현동,330-5,330,5,아르띠타워,월세,18.48,202501,6,"5,000",73,15,2022,신촌로 262,202501~202601,신규,-,,,아파트
9076,서울특별시 마포구 상암동,1743,1743,0,상암월드컵파크12단지,전세,59.73,202501,6,"16,901",0,9,2010,월드컵북로 502-7,-,신규,-,,,아파트
9077,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,전세,84.98,202501,6,"53,550",0,3,2010,월드컵북로 501,202503~202703,갱신,사용,"51,000",0,아파트
9078,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202501,6,"63,000",0,19,2022,신촌로28길 50,202501~202701,갱신,사용,"60,000",0,아파트
9079,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202501,6,"10,000",250,5,2022,신촌로28길 8,202503~202603,갱신,사용,"10,000",240,아파트
9080,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,59.37,202501,6,"15,259",0,5,2010,월드컵북로 502-36,-,신규,-,,,아파트
9081,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202501,6,"27,563",0,7,1986,월드컵북로 235,202501~202701,갱신,-,"26,250",0,아파트
9082,서울특별시 마포구 성산동,650,650,0,성산동자담이움아파트,월세,84.99,202501,6,"4,000",200,6,2006,월드컵로26길 57,202503~202703,신규,-,,,아파트
9083,서울특별시 마포구 서교동,490,490,0,메세나폴리스,전세,148.981,202501,5,"169,000",0,31,2012,양화로 45,202412~202612,갱신,-,"149,000",0,아파트
9084,서울특별시 마포구 아현동,804,804,0,더클래시,월세,43.64,202501,5,"10,500",158,7,2022,신촌로28길 8,202501~202701,갱신,사용,"10,000",150,아파트
9085,서울특별시 마포구 상암동,1584,1584,0,DMCVILLE,월세,84.15,202501,5,0,363,5,2006,월드컵북로60길 13,202501~202601,신규,-,,,아파트
9086,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202501,5,"33,400",0,2,1986,월드컵북로 235,202502~202702,갱신,사용,"31,900",0,아파트
9087,서울특별시 마포구 창전동,438,438,0,신촌금호,월세,84.86,202501,5,"20,000",127,13,2001,서강로9길 19,202501~202601,신규,-,,,아파트
9088,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,59.9,202501,4,"68,000",0,18,2005,마포대로11길 50,-,-,-,,,아파트
9089,서울특별시 마포구 합정동,468,468,0,두영이지안,월세,84.36,202501,4,"20,000",130,4,2005,희우정로1길 48,202502~202702,신규,-,,,아파트
9090,서울특별시 마포구 현석동,225,225,0,래미안웰스트림,전세,59.96,202501,4,"75,000",0,15,2016,토정로18길 11,202502~202702,신규,-,,,아파트
9091,서울특별시 마포구 현석동,225,225,0,래미안웰스트림,전세,59.97,202501,4,"61,400",0,2,2016,토정로18길 11,202503~202703,신규,-,,,아파트
9092,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),전세,84.866,202501,4,"77,700",0,7,2022,숭문길 98,202502~202702,갱신,사용,"74,000",0,아파트
9093,서울특별시 마포구 염리동,533,533,0,마포자이더센트리지(102동~112동),전세,84.987,202501,4,"58,800",0,10,2022,숭문길 98,202502~202608,갱신,사용,"56,000",0,아파트
9094,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.8772,202501,4,"95,000",0,5,2021,대흥로24길 24,202502~202702,신규,-,,,아파트
9095,서울특별시 마포구 염리동,515-1,515,1,상록,전세,49.02,202501,4,"31,500",0,7,1997,숭문길 106,202503~202703,갱신,사용,"30,000",0,아파트
9096,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202501,4,"57,750",0,13,2022,신촌로28길 8,202501~202701,갱신,사용,"55,000",0,아파트
9097,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202501,4,"35,000",102,11,2022,신촌로28길 50,202501~202701,갱신,사용,"35,000",90,아파트
9098,서울특별시 마포구 아현동,804,804,0,더클래시,월세,43.64,202501,4,"22,260",105,7,2022,신촌로28길 50,202502~202702,갱신,-,"20,000",105,아파트
9099,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,전세,59.48,202501,4,"42,000",0,3,2000,만리재로 74,-,-,-,,,아파트
9100,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,84.9,202501,4,"77,000",0,14,2000,백범로37길 12,202502~202702,신규,-,,,아파트
9101,서울특별시 마포구 신공덕동,161,161,0,신공덕래미안3차,전세,59.96,202501,4,"49,000",0,16,2003,만리재로 60,202502~202601,갱신,-,"49,000",0,아파트
9102,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202501,4,"35,000",110,14,2022,신촌로28길 50,202503~202703,갱신,사용,"35,000",100,아파트
9103,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202501,4,"61,950",0,12,2022,신촌로28길 8,202502~202702,갱신,사용,"59,000",0,아파트
9104,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.96,202501,4,"60,800",0,8,2022,신촌로28길 50,202501~202701,갱신,-,"58,000",0,아파트
9105,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,전세,84.9668,202501,4,"80,000",0,6,2017,마포대로 246,202502~202702,신규,-,,,아파트
9106,서울특별시 마포구 아현동,780,780,0,애오개아이파크,전세,30.01,202501,4,"36,855",0,2,2016,굴레방로1길 25,202502~202702,갱신,-,"27,900",0,아파트
9107,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,월세,84.8919,202501,4,"10,000",360,22,2014,마포대로 195,202502~202702,신규,-,,,아파트
9108,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202501,4,"95,000",0,17,2014,마포대로 195,202502~202702,갱신,-,"80,000",0,아파트
9109,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,59.9236,202501,4,"57,700",0,3,2014,마포대로 195,-,-,-,,,아파트
9110,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,84.5978,202501,4,"55,000",145,11,2014,마포대로 195,202411~202611,갱신,사용,"55,000",130,아파트
9111,서울특별시 마포구 공덕동,370-9,370,9,공덕현대,전세,71.82,202501,4,"45,000",0,4,1989,마포대로11길 73,202503~202703,갱신,-,"48,000",0,아파트
9112,서울특별시 마포구 공덕동,457,457,0,공덕3삼성래미안,전세,59.97,202501,4,"60,900",0,9,2004,마포대로7길 22,202502~202608,갱신,사용,"58,000",0,아파트
9113,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,59.9,202501,4,"60,000",0,14,2005,마포대로11길 50,202502~202702,신규,-,,,아파트
9114,서울특별시 마포구 공덕동,464,464,0,래미안공덕4차,전세,59.9,202501,4,"68,000",0,18,2005,마포대로11길 50,202502~202702,신규,-,,,아파트
9115,서울특별시 마포구 도화동,564,564,0,마포동원베네스트,전세,58.65,202501,4,"65,000",0,3,2010,도화4길 41,202503~202703,신규,-,,,아파트
9116,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,월세,75.7,202501,4,"10,000",220,18,2004,마포대로 33,202503~202703,신규,-,,,아파트
9117,서울특별시 마포구 도화동,544,544,0,고려,전세,84.95,202501,4,"40,500",0,11,1984,큰우물로 76,202502~202702,갱신,-,"38,588",0,아파트
9118,서울특별시 마포구 도화동,550,550,0,삼성,전세,136.1,202501,4,"85,000",0,6,1997,도화길 28,202503~202703,신규,-,,,아파트
9119,서울특별시 마포구 도화동,550,550,0,삼성,월세,72.185,202501,4,"5,000",210,12,1997,도화길 28,202502~202702,신규,-,,,아파트
9120,서울특별시 마포구 도화동,82,82,0,우성,월세,68.94,202501,4,"35,000",45,1,1991,삼개로 33,202502~202702,신규,-,,,아파트
9121,서울특별시 마포구 도화동,82,82,0,우성,전세,79.97,202501,4,"51,000",0,8,1991,삼개로 38,-,-,-,,,아파트
9122,서울특별시 마포구 신정동,30,30,0,서강GS,월세,59.98,202501,4,"30,000",80,16,1999,창전로 26,202502~202702,신규,-,,,아파트
9123,서울특별시 마포구 신정동,30,30,0,서강GS,월세,59.98,202501,4,"30,000",80,16,1999,창전로 26,202502~202702,신규,-,,,아파트
9124,서울특별시 마포구 신정동,30,30,0,서강GS,전세,59.98,202501,4,"51,450",0,22,1999,창전로 26,202501~202701,갱신,사용,"49,000",0,아파트
9125,서울특별시 마포구 토정동,138,138,0,한강삼성,전세,59.76,202501,4,"42,000",0,2,1997,토정로32길 11,202502~202702,갱신,사용,"40,000",0,아파트
9126,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,114.26,202501,4,"53,256",0,11,2010,월드컵북로 502-36,-,신규,-,,,아파트
9127,서울특별시 마포구 신수동,457,457,0,벽산솔렌스힐,월세,84.9657,202501,4,"20,000",189,5,2007,광성로 28,202503~202703,갱신,사용,"20,000",180,아파트
9128,서울특별시 마포구 신수동,456,456,0,마포경남아너스빌,월세,84.95,202501,4,"6,000",215,2,2007,신수로 81,202501~202701,갱신,사용,"6,000",205,아파트
9129,서울특별시 마포구 용강동,502,502,0,래미안마포리버웰,월세,84.97,202501,4,"74,000",90,5,2015,토정로31길 23,202501~202701,갱신,-,"70,000",90,아파트
9130,서울특별시 마포구 성산동,601,601,0,성산월드타운대림,전세,84.689,202501,4,"52,500",0,12,2004,월드컵북로30길 9-22,202502~202702,갱신,사용,"50,000",0,아파트
9131,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202501,4,"34,000",0,14,1986,월드컵북로 235,202502~202702,신규,-,,,아파트
9132,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202501,4,"34,000",0,14,1986,월드컵북로 235,202502~202702,신규,-,,,아파트
9133,서울특별시 마포구 성산동,667,667,0,월드컵아이파크(667),월세,59.73,202501,4,"10,000",157,18,2009,모래내로9길 6,202502~202702,갱신,-,"10,000",148,아파트
9134,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,59.9656,202501,3,"76,500",0,13,2014,마포대로 195,202502~202702,신규,-,,,아파트
9135,서울특별시 마포구 상암동,1584,1584,0,DMCVILLE,월세,49.24,202501,3,0,235,5,2006,월드컵북로60길 13,202501~202512,신규,-,,,아파트
9136,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,29.4038,202501,3,"3,713",22,9,2021,서강로 75-4,202501~202701,신규,-,,,아파트
9137,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202501,3,"30,000",0,2,1986,월드컵북로 235,202503~202703,신규,-,,,아파트
9138,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202501,3,"28,000",0,12,1986,월드컵북로 260,-,-,-,,,아파트
9139,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202501,3,"29,600",0,4,1986,월드컵북로 235,202502~202702,신규,-,,,아파트
9140,서울특별시 마포구 성산동,601,601,0,성산월드타운대림,전세,84.689,202501,3,"60,000",0,13,2004,월드컵북로30길 9-22,202502~202702,신규,-,,,아파트
9141,서울특별시 마포구 아현동,804,804,0,더클래시,월세,43.27,202501,3,"40,000",90,7,2022,신촌로28길 50,202502~202702,신규,-,,,아파트
9142,서울특별시 마포구 공덕동,188-108,188,108,마포현대,월세,84.87,202501,3,"10,000",200,9,1988,마포대로11길 84,202503~202703,신규,-,,,아파트
9143,서울특별시 마포구 공덕동,478,478,0,공덕더샵,월세,84.9902,202501,3,0,420,21,2018,백범로 170,202502~202702,갱신,-,0,360,아파트
9144,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,월세,59.959,202501,3,"17,000",250,13,2011,마포대로 173-15,202502~202702,신규,-,,,아파트
9145,서울특별시 마포구 아현동,804,804,0,더클래시,월세,59.97,202501,3,"30,000",121,17,2022,신촌로28길 8,202501~202701,신규,-,,,아파트
9146,서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,월세,34.64,202501,3,"1,000",87,7,2002,백범로 10,202503~202702,갱신,사용,"1,000",85,아파트
9147,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,전세,84.97,202501,3,"60,000",0,10,2003,서강로9길 45,202502~202609,신규,-,,,아파트
9148,서울특별시 마포구 상수동,402,402,0,래미안밤섬리베뉴Ⅰ,전세,84.99,202501,3,"77,000",0,8,2014,독막로20나길 22,202502~202702,갱신,-,"67,000",0,아파트
