NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
1,서울특별시 마포구 상수동,402,402,0,래미안밤섬리베뉴Ⅰ,전세,125.31,202509,26,"130,000",0,7,2014,독막로20나길 22,202510~202710,갱신,사용,"125,000",0,아파트
2,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,26,"28,300",0,8,1986,월드컵북로 235,202510~202710,갱신,사용,"27,000",0,아파트
3,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,월세,59.9236,202509,26,0,200,6,2014,마포대로 195,202510~202610,신규,-,,,아파트
4,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,월세,115.04,202509,26,"60,000",166,16,2011,백범로 205,202510~202710,갱신,사용,"60,000",166,아파트
5,서울특별시 마포구 망원동,513,513,0,상암마젤란21,전세,55.85,202509,26,"42,000",0,4,2005,방울내로11길 43,202509~202709,갱신,사용,"40,000",0,아파트
6,서울특별시 마포구 망원동,513,513,0,상암마젤란21,전세,55.85,202509,26,"42,000",0,4,2005,방울내로11길 43,202509~202709,갱신,사용,"40,000",0,아파트
7,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,전세,84.74,202509,26,"72,000",0,12,2005,상암산로1길 92,202511~202711,신규,-,,,아파트
8,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,월세,49.9,202509,26,"30,000",33,17,2003,월드컵북로47길 46,202510~202710,갱신,사용,"30,000",27,아파트
9,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,49.53,202509,25,"4,050",19,6,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
10,서울특별시 마포구 상암동,1736,1736,0,상암월드컵파크10단지,전세,84.89,202509,25,"25,543",0,6,2010,월드컵북로 502-36,202510~202709,-,-,,,아파트
11,서울특별시 마포구 대흥동,804,804,0,마포자이2차,월세,84.95,202509,25,"30,000",236,14,2014,서강대길 40,202511~202611,갱신,사용,"30,000",220,아파트
12,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,59.9656,202509,25,"80,000",0,13,2014,마포대로 195,202509~202709,신규,-,,,아파트
13,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,월세,84.3884,202509,25,"75,000",68,25,2014,마포대로 195,202510~202710,갱신,사용,"75,000",55,아파트
14,서울특별시 마포구 도화동,353-1,353,1,현대2차아파트,월세,27.72,202509,25,413,14,17,2000,새창로8길 72,202509~202709,갱신,-,379,14,아파트
15,서울특별시 마포구 아현동,692,692,0,서서울삼성,전세,48.92,202509,25,"46,000",0,16,1998,마포대로 262,202509~202709,신규,-,,,아파트
16,서울특별시 마포구 망원동,509,509,0,휴먼빌,전세,59.943,202509,25,"43,500",0,3,2004,방울내로 31,202509~202709,갱신,-,"41,500",0,아파트
17,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,36.9796,202509,25,"6,474",0,20,2014,마포대로 195,202510~202709,-,-,,,아파트
18,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,월세,59.76,202509,25,"25,000",150,9,2001,백범로25길 63,202512~202712,신규,-,,,아파트
19,서울특별시 마포구 신정동,30,30,0,서강GS,전세,114.87,202509,25,"110,000",0,21,1999,창전로 26,202509~202709,신규,-,,,아파트
20,서울특별시 마포구 염리동,515-1,515,1,상록임대,월세,27.47,202509,25,"1,055",12,5,1997,숭문길 106,202509~202709,갱신,-,"1,016",11,아파트
21,서울특별시 마포구 도화동,82,82,0,우성,전세,141.515,202509,25,"80,000",0,3,1991,삼개로 33,202509~202709,신규,-,,,아파트
22,서울특별시 마포구 대흥동,803,803,0,동양엔파트,전세,84.933,202509,25,"70,350",0,5,2007,백범로 82,202510~202710,갱신,사용,"67,000",0,아파트
23,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,전세,39.979,202509,24,"8,732",0,3,2011,마포대로 173-15,202509~202709,갱신,-,"8,405",0,아파트
24,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,84.932,202509,24,"89,200",0,10,2019,광성로 17,202510~202710,갱신,사용,"85,000",0,아파트
25,서울특별시 마포구 창전동,438,438,0,신촌금호,월세,84.86,202509,24,"54,000",5,11,2001,서강로9길 19,202510~202710,신규,-,,,아파트
26,서울특별시 마포구 성산동,446,446,0,성산시영(유원),전세,59.43,202509,24,"28,300",0,14,1986,월드컵북로 235,202512~202712,신규,-,,,아파트
27,서울특별시 마포구 도화동,550,550,0,삼성,월세,136.65,202509,24,"70,000",160,12,1997,도화길 28,202512~202712,신규,-,,,아파트
28,서울특별시 마포구 서교동,490,490,0,메세나폴리스,전세,142.034,202509,24,"175,000",0,22,2012,양화로 45,202511~202711,신규,-,,,아파트
29,서울특별시 마포구 망원동,518,518,0,신부파스카5차,전세,37.21,202509,24,"25,800",0,2,2013,방울내로11길 73,202512~202712,신규,-,,,아파트
30,서울특별시 마포구 창전동,438,438,0,신촌금호,월세,84.86,202509,24,"54,000",5,11,2001,서강로9길 19,202510~202710,신규,-,,,아파트
31,서울특별시 마포구 공덕동,476,476,0,공덕파크자이,전세,121.4551,202509,24,"147,000",0,19,2015,백범로 152,202510~202710,갱신,사용,"140,000",0,아파트
32,서울특별시 마포구 토정동,138,138,0,한강삼성,전세,84.96,202509,24,"68,000",0,6,1997,토정로32길 11,202510~202710,갱신,사용,"65,000",0,아파트
33,서울특별시 마포구 창전동,438,438,0,신촌금호,월세,84.86,202509,24,"54,000",5,11,2001,서강로9길 19,202510~202710,신규,-,,,아파트
34,서울특별시 마포구 신수동,451,451,0,세양청마루,전세,57.44,202509,24,"44,000",0,9,2003,독막로 209,202512~202712,갱신,사용,"42,000",0,아파트
35,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,36.9796,202509,24,"6,474",0,5,2014,마포대로 195,202510~202709,갱신,-,"6,232",0,아파트
36,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,36.9796,202509,24,"6,474",0,3,2014,마포대로 195,202510~202709,-,-,,,아파트
37,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,월세,49.8609,202509,24,"6,709",10,17,2017,마포대로 246,202510~202709,-,-,,,아파트
38,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,39.66,202509,24,"6,479",0,12,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
39,서울특별시 마포구 상암동,1655,1655,0,상암월드컵파크4단지,월세,84.89,202509,24,"58,000",50,6,2006,상암산로1길 24,202512~202712,갱신,-,"58,000",0,아파트
40,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,39.44,202509,24,"6,441",0,5,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
41,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,전세,104.77,202509,24,"66,000",0,5,2005,상암산로1길 92,202510~202710,갱신,-,"63,000",0,아파트
42,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,49.93,202509,23,"4,220",18,4,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
43,서울특별시 마포구 상암동,1741,1741,0,상암월드컵파크11단지,전세,84.89,202509,23,"25,543",0,11,2010,월드컵북로 502-37,202510~202709,-,-,,,아파트
44,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,39.66,202509,23,"6,090",2,9,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
45,서울특별시 마포구 아현동,275-2,275,2,마포푸르지오더센트럴,월세,42.16,202509,23,"3,000",250,5,2023,마포대로 231,202509~202709,신규,-,,,아파트
46,서울특별시 마포구 성산동,604,604,0,성산2차e-편한세상,월세,59.78,202509,23,"33,300",60,2,2005,월드컵북로 216,202509~202709,갱신,-,"33,300",45,아파트
47,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,84.9,202509,23,"78,000",0,4,2000,백범로37길 12,202510~202710,신규,-,,,아파트
48,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,84.8919,202509,23,"85,000",0,22,2014,마포대로 195,202512~202712,신규,-,,,아파트
49,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,월세,36.9796,202509,23,"3,371",17,8,2014,마포대로 195,202510~202709,갱신,-,"3,245",17,아파트
50,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,84.5978,202509,23,"100,000",0,6,2014,마포대로 195,202509~202709,신규,-,,,아파트
51,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,월세,84.5978,202509,23,"3,000",380,11,2014,마포대로 195,202601~202605,신규,-,,,아파트
52,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,59.9656,202509,23,"75,000",0,29,2014,마포대로 195,202511~202711,신규,-,,,아파트
53,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,전세,114.2802,202509,23,"118,000",0,27,2014,마포대로 195,202511~202711,갱신,사용,"113,000",0,아파트
54,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,84.77,202509,23,"79,500",0,14,1999,독막로 266,202511~202711,갱신,사용,"76,000",0,아파트
55,서울특별시 마포구 합정동,473,473,0,마포한강2차푸르지오,전세,83.45,202509,23,"97,600",0,15,2016,월드컵로3길 14,202511~202711,갱신,사용,"93,000",0,아파트
56,서울특별시 마포구 노고산동,129,129,0,빌리브디에이블,전세,38.39,202509,23,"45,000",0,13,2025,백범로 24,202511~202711,신규,-,,,아파트
57,서울특별시 마포구 성산동,600,600,0,성사1차풍림아파트101동,전세,114.87,202509,23,"60,000",0,9,2000,성암로1길 8,202509~202709,갱신,-,"58,000",0,아파트
58,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,월세,49.8609,202509,23,"6,709",10,8,2017,마포대로 246,202510~202709,-,-,,,아파트
59,서울특별시 마포구 성산동,446,446,0,성산시영(선경),전세,50.54,202509,23,"30,000",0,8,1986,월드컵북로 235,202510~202710,갱신,-,"25,000",0,아파트
60,서울특별시 마포구 신공덕동,155,155,0,신공덕1차삼성래미안1아파트,전세,59.76,202509,23,"53,200",0,19,2000,백범로37길 12,202511~202711,신규,-,,,아파트
61,서울특별시 마포구 아현동,804,804,0,더클래시,전세,59.97,202509,23,"84,000",0,10,2022,신촌로28길 50,202510~202710,신규,-,,,아파트
62,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,59.9796,202509,22,"79,000",0,16,2014,마포대로 195,202512~202712,신규,-,,,아파트
63,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,22,"32,000",0,5,1986,월드컵북로 260,202510~202710,신규,-,,,아파트
64,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,전세,84.8919,202509,22,"80,000",0,25,2014,마포대로 195,202511~202711,신규,-,,,아파트
65,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,36.9796,202509,22,"3,371",17,21,2014,마포대로 195,202510~202709,-,-,,,아파트
66,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,월세,41.9838,202509,22,"3,814",20,19,2014,마포대로 195,202509~202709,갱신,-,"3,671",19,아파트
67,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,41.9838,202509,22,"7,324",0,8,2014,마포대로 195,202510~202709,-,-,,,아파트
68,서울특별시 마포구 아현동,799,799,0,공덕자이(임대),월세,36.4,202509,22,"6,074",10,5,2015,마포대로26길 22,202509~202709,갱신,-,"3,925",22,아파트
69,서울특별시 마포구 아현동,799,799,0,공덕자이(임대),월세,36.4,202509,22,"6,074",10,4,2015,마포대로26길 22,202510~202709,갱신,-,"5,927",9,아파트
70,서울특별시 마포구 아현동,802,802,0,마포센트럴 아이파크,월세,49.8609,202509,22,"4,623",21,13,2017,마포대로 246,202509~202709,갱신,-,"4,450",0,아파트
71,서울특별시 마포구 신공덕동,168,168,0,신공덕e편한세상,전세,59.85,202509,22,"55,000",0,10,2007,백범로 239,202512~202712,신규,-,,,아파트
72,서울특별시 마포구 신공덕동,168,168,0,신공덕e편한세상,전세,59.85,202509,22,"55,000",0,10,2007,백범로 239,-,-,-,,,아파트
73,서울특별시 마포구 신공덕동,170,170,0,브라운스톤공덕아파트,월세,114.74,202509,22,"108,000",20,8,2009,백범로 230,202512~202712,갱신,-,"108,000",0,아파트
74,서울특별시 마포구 신공덕동,157,157,0,신공덕삼성(157-0),월세,32.77,202509,22,592,19,4,2000,백범로37길 6,202510~202709,-,-,,,아파트
75,서울특별시 마포구 연남동,239-1,239,1,에덴지우,월세,107.01,202509,22,"40,000",90,3,2007,성미산로 162,202512~202712,신규,-,,,아파트
76,서울특별시 마포구 염리동,515-1,515,1,상록,전세,58.71,202509,22,"38,850",0,14,1997,숭문길 106,202510~202710,갱신,사용,"37,000",0,아파트
77,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,59.4,202509,22,"60,000",0,3,1999,독막로 266,-,-,-,,,아파트
78,서울특별시 마포구 서교동,490,490,0,메세나폴리스,전세,142.034,202509,22,"145,000",0,14,2012,양화로 45,202510~202710,갱신,사용,"140,000",0,아파트
79,서울특별시 마포구 노고산동,129,129,0,빌리브디에이블,전세,44.3,202509,22,"52,000",0,7,2025,백범로 24,202510~202710,신규,-,,,아파트
80,서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,월세,84.51,202509,22,"26,250",90,20,2002,백범로 10,202510~202710,갱신,사용,"25,000",90,아파트
81,서울특별시 마포구 신정동,30,30,0,서강GS,전세,59.98,202509,22,"54,500",0,20,1999,창전로 26,202510~202710,신규,-,,,아파트
82,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,월세,84.97,202509,22,"14,200",132,7,2003,서강로9길 45,202510~202710,갱신,-,"11,900",132,아파트
83,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202509,22,"5,337",27,15,2021,서강로 75-16,202510~202710,신규,-,,,아파트
84,서울특별시 마포구 용강동,508,508,0,이편한세상마포리버파크,월세,39.8,202509,22,"3,454",20,10,2016,토정로31길 24,202509~202709,갱신,-,"3,589",19,아파트
85,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,49.53,202509,22,"7,473",0,7,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
86,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,39.64,202509,22,"6,476",0,15,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
87,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,49.53,202509,22,"3,090",24,10,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
88,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,39.66,202509,22,"1,794",26,17,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
89,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,39.64,202509,22,"1,793",26,14,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
90,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,월세,39.33,202509,22,"5,976",26,8,2010,월드컵북로 501,202509~202709,갱신,-,"3,220",10,아파트
91,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.94,202509,22,"7,596",12,3,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
92,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.94,202509,22,"1,724",34,3,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
93,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.94,202509,22,"7,473",13,3,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
94,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,전세,49.94,202509,22,"9,803",0,14,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
95,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.62,202509,22,"7,116",12,2,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
96,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.94,202509,22,"10,231",3,9,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
97,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.62,202509,22,"4,285",31,7,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
98,서울특별시 마포구 상암동,1674,1674,0,상암월드컵파크8단지,월세,49.62,202509,22,"6,299",20,11,2008,월드컵로42길 12,202510~202709,-,-,,,아파트
99,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,49.65,202509,22,"7,493",0,5,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
100,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,월세,49.93,202509,22,"5,119",13,5,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
101,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,전세,84.74,202509,22,"69,100",0,10,2005,상암산로1길 92,202510~202703,갱신,-,"69,000",0,아파트
102,서울특별시 마포구 상암동,1637,1637,0,상암월드컵파크2단지,전세,59.84,202509,21,"56,000",0,11,2003,월드컵북로47길 46,-,-,-,,,아파트
103,서울특별시 마포구 성산동,668,668,0,노블에비뉴,월세,31.728,202509,21,"22,000",41,6,2015,월드컵로30길 12,202511~202711,갱신,-,"22,000",35,아파트
104,서울특별시 마포구 상수동,355-2,355,2,상수크리원,월세,16.9,202509,21,"5,100",50,2,2021,토정로 131,202512~202712,갱신,-,"5,100",47,아파트
105,서울특별시 마포구 신공덕동,174,174,0,공덕아이파크,전세,84.96,202509,21,"84,000",0,12,2013,만리재로 36,-,-,-,,,아파트
106,서울특별시 마포구 도화동,82,82,0,우성,월세,141.515,202509,21,"30,000",200,4,1991,삼개로 33,202512~202712,신규,-,,,아파트
107,서울특별시 마포구 신공덕동,174,174,0,공덕아이파크,전세,84.96,202509,21,"84,000",0,12,2013,만리재로 36,202512~202712,갱신,사용,"80,000",0,아파트
108,서울특별시 마포구 성산동,446,446,0,성산시영(대우),월세,50.03,202509,21,"4,000",105,14,1986,월드컵북로 260,202509~202709,신규,-,,,아파트
109,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,전세,59.9236,202509,20,"80,000",0,16,2014,마포대로 195,-,-,-,,,아파트
110,서울특별시 마포구 망원동,521,521,0,마포한강아이파크,월세,59.3883,202509,20,"45,000",110,12,2019,희우정로 77,202510~202710,갱신,-,"45,000",100,아파트
111,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,59.4,202509,20,"61,500",0,18,1999,독막로 266,-,-,-,,,아파트
112,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,전세,59.4,202509,20,"61,500",0,18,1999,독막로 266,202510~202710,갱신,사용,"59,000",0,아파트
113,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,월세,114.93,202509,20,"15,000",300,3,1999,독막로 266,202511~202711,신규,-,,,아파트
114,서울특별시 마포구 대흥동,806,806,0,마포그랑자이,전세,84.99,202509,20,"68,000",0,11,2020,대흥로 175,202511~202711,갱신,-,"65,000",0,아파트
115,서울특별시 마포구 대흥동,804,804,0,마포자이2차,월세,84.95,202509,20,"45,000",240,21,2014,서강대길 40,202511~202711,신규,-,,,아파트
116,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,월세,36.96,202509,20,"1,000",140,2,2004,마포대로 33,202509~202609,신규,-,,,아파트
117,서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,월세,59.97,202509,20,"50,000",70,8,2004,마포대로20길 26,202511~202711,신규,-,,,아파트
118,서울특별시 마포구 도화동,550,550,0,삼성,월세,84.985,202509,20,"20,000",240,15,1997,도화길 28,202511~202711,신규,-,,,아파트
119,서울특별시 마포구 공덕동,188-108,188,108,마포현대,월세,84.87,202509,20,"50,000",30,13,1988,마포대로11길 84,202511~202711,갱신,-,"47,000",0,아파트
120,서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,전세,84.94,202509,20,"69,000",0,14,2004,마포대로20길 26,202510~202710,갱신,-,"63,000",0,아파트
121,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,59.376,202509,20,"80,000",0,24,2019,광성로 17,202510~202710,갱신,사용,"77,000",0,아파트
122,서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,전세,84.932,202509,20,"100,000",0,2,2019,광성로 17,202511~202711,갱신,-,"82,000",0,아파트
123,서울특별시 마포구 마포동,442,442,0,보성,전세,59.4,202509,20,"39,500",0,1,1996,마포대로4길 90,202511~202711,신규,-,,,아파트
124,서울특별시 마포구 공덕동,188-108,188,108,마포현대,전세,59.34,202509,20,"43,000",0,2,1988,마포대로11길 84,202512~202712,신규,-,,,아파트
125,서울특별시 마포구 염리동,520,520,0,염리삼성래미안,전세,59.76,202509,20,"59,850",0,7,2001,백범로25길 63,202511~202711,갱신,사용,"59,850",0,아파트
126,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,전세,59.97,202509,20,"75,000",0,10,2011,마포대로 173-15,202512~202712,신규,-,,,아파트
127,서울특별시 마포구 아현동,800,800,0,공덕자이,전세,59.99,202509,20,"76,500",0,20,2015,마포대로24길 16,202510~202710,갱신,사용,"75,000",0,아파트
128,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,59.9656,202509,20,"70,350",0,20,2014,마포대로 195,202511~202710,갱신,사용,"67,000",0,아파트
129,서울특별시 마포구 중동,392,392,0,마포중동현대,월세,84.9,202509,19,"10,000",158,16,2001,성암로 91,202509~202709,갱신,사용,"10,000",150,아파트
130,서울특별시 마포구 중동,398,398,0,울트라월드컵(참누리),전세,84.9406,202509,19,"67,000",0,14,2006,월드컵북로38길 54,202512~202712,신규,-,,,아파트
131,서울특별시 마포구 아현동,799,799,0,공덕자이(임대),월세,36.4,202509,19,"4,807",15,6,2015,마포대로26길 22,202510~202709,-,-,,,아파트
132,서울특별시 마포구 창전동,450,450,0,이랜드PEER신촌,월세,17.296,202509,19,"5,337",27,14,2021,서강로 75-16,202510~202710,신규,-,,,아파트
133,서울특별시 마포구 염리동,515-1,515,1,상록,전세,58.71,202509,19,"40,000",0,14,1997,숭문길 106,202509~202709,갱신,-,"30,000",0,아파트
134,서울특별시 마포구 용강동,502,502,0,래미안마포리버웰,전세,84.99,202509,19,"120,000",0,12,2015,토정로31길 23,202512~202712,신규,-,,,아파트
135,서울특별시 마포구 성산동,446,446,0,성산시영(선경),월세,50.54,202509,19,"5,000",81,5,1986,월드컵북로 235,202510~202710,신규,-,,,아파트
136,서울특별시 마포구 아현동,804,804,0,더클래시,전세,43.64,202509,19,"65,000",0,8,2022,신촌로28길 8,202509~202709,신규,-,,,아파트
137,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,전세,59.8981,202509,19,"82,500",0,8,2021,대흥로 164,202510~202710,갱신,사용,"80,000",0,아파트
138,서울특별시 마포구 망원동,498,498,0,우림루미아트,전세,84.546,202509,19,"59,000",0,4,2003,월드컵로31길 77,202510~202710,신규,-,,,아파트
139,서울특별시 마포구 신공덕동,174,174,0,공덕아이파크,전세,84.96,202509,19,"90,000",0,13,2013,만리재로 36,202509~202511,신규,-,,,아파트
140,서울특별시 마포구 신공덕동,172,172,0,펜트라우스,월세,103.04,202509,19,"5,000",367,19,2011,백범로 205,202509~202709,갱신,사용,"5,000",350,아파트
141,서울특별시 마포구 용강동,500,500,0,마포대림1,전세,131.85,202509,19,"100,000",0,20,2002,마포대로1길 21,202509~202709,갱신,-,"87,000",0,아파트
142,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,전세,38.08,202509,19,"39,900",0,9,2004,마포대로 33,202510~202710,갱신,-,"38,000",0,아파트
143,서울특별시 마포구 성산동,446,446,0,성산시영(대우),전세,50.03,202509,19,"25,350",0,2,1986,월드컵북로 235,202511~202608,갱신,-,"25,350",0,아파트
144,서울특별시 마포구 노고산동,01-03,1,3,신촌포스빌,전세,32.34,202509,19,"26,000",0,11,2004,신촌로 150,202511~202711,갱신,-,"26,000",0,아파트
145,서울특별시 마포구 창전동,439,439,0,신촌태영데시앙,월세,84.97,202509,19,"10,000",195,6,2003,서강로9길 45,202511~202705,갱신,-,"10,000",195,아파트
146,서울특별시 마포구 공덕동,188-108,188,108,마포현대,월세,54.81,202509,19,"30,000",37,8,1988,마포대로11길 84,202512~202712,갱신,사용,"30,000",30,아파트
147,서울특별시 마포구 신공덕동,157,157,0,신공덕삼성(157-0),월세,32.77,202509,19,"1,318",18,5,2000,백범로37길 6,202510~202709,-,-,,,아파트
148,서울특별시 마포구 염리동,521,521,0,마포자이,전세,113.803,202509,19,"130,000",0,5,2003,독막로42길 2,202509~202709,신규,-,,,아파트
149,서울특별시 마포구 대흥동,804,804,0,마포자이2차,전세,84.95,202509,19,"105,000",0,19,2014,서강대길 40,202509~202601,신규,-,,,아파트
150,서울특별시 마포구 신공덕동,157,157,0,신공덕삼성(157-0),전세,32.77,202509,19,"4,509",0,18,2000,백범로37길 6,202510~202709,-,-,,,아파트
151,서울특별시 마포구 상암동,1634,1634,0,상암월드컵파크1단지,전세,39.66,202509,19,"6,479",0,14,2003,월드컵북로47길 8,202510~202709,-,-,,,아파트
152,서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,전세,84.9,202509,19,"66,150",0,4,2005,상암산로1길 92,202511~202711,갱신,사용,"63,000",0,아파트
153,서울특별시 마포구 상암동,1689,1689,0,상암월드컵파크6단지,전세,104.32,202509,18,"85,000",0,8,2005,상암산로1길 57,202512~202712,신규,-,,,아파트
154,서울특별시 마포구 상암동,1752,1752,0,상암월드컵파크9단지,월세,49.58,202509,18,"4,648",32,8,2010,월드컵북로 501,202510~202709,-,-,,,아파트
155,서울특별시 마포구 중동,393,393,0,건영월드컵,월세,78.39,202509,18,"44,000",8,1,2002,성암로 41,202511~202711,갱신,사용,"44,000",0,아파트
156,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,월세,84.5978,202509,18,"40,000",230,12,2014,마포대로 195,202510~202710,신규,-,,,아파트
157,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,전세,145.204,202509,18,"138,350",0,14,2014,마포대로 195,202512~202712,갱신,사용,"131,850",0,아파트
158,서울특별시 마포구 염리동,515-1,515,1,상록,전세,58.71,202509,18,"48,000",0,3,1997,숭문길 106,202511~202711,신규,-,,,아파트
159,서울특별시 마포구 현석동,225,225,0,래미안웰스트림,월세,39.4,202509,18,"1,245",20,3,2016,토정로18길 11,202510~202709,-,-,,,아파트
160,서울특별시 마포구 용강동,500,500,0,마포대림1,전세,130.64,202509,18,"90,000",0,18,2002,마포대로1길 21,202510~202710,신규,-,,,아파트
161,서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,월세,39.979,202509,18,"1,672",32,4,2011,마포대로 173-15,202510~202709,-,-,,,아파트
162,서울특별시 마포구 공덕동,460,460,0,한화꿈에그린,전세,113.667,202509,18,"90,000",0,2,2004,마포대로10길 22,202511~202711,신규,-,,,아파트
163,서울특별시 마포구 창전동,440,440,0,창전동현대홈타운,월세,84.978,202509,18,"30,000",160,9,2005,서강로 83,202511~202711,신규,-,,,아파트
164,서울특별시 마포구 창전동,444,444,0,서강예가,전세,84.74,202509,18,"83,000",0,12,2007,독막로 145,202509~202709,갱신,-,"63,000",0,아파트
165,서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,전세,84.785,202509,18,"95,000",0,7,2019,서강로3길 32,-,-,-,,,아파트
